frame_id,object_id,xmin,ymin,width,height,confidence,-1,-1,-1
0,1,1326.998046875,750.5725708007812,99.1663818359375,66.77294921875,1,-1,-1,-1
0,2,1919.899658203125,783.6503295898438,49.7396240234375,59.9547119140625,1,-1,-1,-1
0,3,1816.3387451171875,788.2348022460938,82.3333740234375,53.7552490234375,1,-1,-1,-1
0,4,1474.4432373046875,753.4988403320312,73.254638671875,61.53411865234375,1,-1,-1,-1
0,5,1218.7923583984375,756.0247802734375,113.062255859375,75.9212646484375,1,-1,-1,-1
0,7,917.6470588235294,787.8431372549019,103.92156862745094,68.62745098039215,1,-1,-1,-1
0,9,766.6666666666666,791.7647058823528,103.92156862745105,60.784313725490165,1,-1,-1,-1
0,8,2684.3137254901962,776.078431372549,96.07843137254895,84.31372549019602,1,-1,-1,-1
0,6,2823.529411764706,791.7647058823528,103.92156862745105,56.86274509803923,1,-1,-1,-1
1,1,1327.855712890625,751.083984375,99.31640625,66.33294677734375,1,-1,-1,-1
1,2,1927.093505859375,780.5503540039062,43.797607421875,64.43865966796875,1,-1,-1,-1
1,3,1818.240478515625,785.4483642578125,81.765625,61.1513671875,1,-1,-1,-1
1,4,1475.6083984375,752.1051025390625,75.43701171875,64.1004638671875,1,-1,-1,-1
1,5,1219.2237548828125,760.702880859375,116.416748046875,72.42108154296875,1,-1,-1,-1
1,8,2679.183673469388,777.5510204081633,91.83673469387759,69.38775510204084,1,-1,-1,-1
1,6,2828.1632653061224,791.8367346938776,85.71428571428578,57.14285714285711,1,-1,-1,-1
1,9,789.3877551020407,797.9591836734694,83.67346938775506,63.26530612244903,1,-1,-1,-1
1,7,936.3265306122448,793.8775510204082,81.63265306122446,57.14285714285711,1,-1,-1,-1
2,1,1327.537841796875,749.676513671875,100.5611572265625,67.12835693359375,1,-1,-1,-1
2,2,1922.4234619140625,781.0371704101562,47.3365478515625,61.66302490234375,1,-1,-1,-1
2,3,1817.013671875,785.4287719726562,82.744384765625,59.98590087890625,1,-1,-1,-1
2,4,1475.9100341796875,752.2626342773438,73.2332763671875,63.12103271484375,1,-1,-1,-1
2,5,1218.5941162109375,756.1248168945312,116.0797119140625,74.32843017578125,1,-1,-1,-1
2,8,2679.166666666667,770.625,93.75,72.91666666666663,1,-1,-1,-1
2,6,2835.416666666667,795.625,83.33333333333303,68.75,1,-1,-1,-1
2,9,777.0833333333334,801.875,97.91666666666663,54.16666666666663,1,-1,-1,-1
2,7,927.0833333333334,793.5416666666666,100.00000000000011,60.41666666666674,1,-1,-1,-1
3,1,1334.530029296875,750.5115356445312,99.8076171875,64.07232666015625,1,-1,-1,-1
3,5,1227.471264367816,757.471264367816,100.0,70.1149425287357,1,-1,-1,-1
3,4,1473.448275862069,745.9770114942529,77.01149425287349,73.56321839080454,1,-1,-1,-1
3,3,1832.0,786.0,72.0,54.0,1,-1,-1,-1
3,2,1928.0,784.0,56.0,52.0,1,-1,-1,-1
3,8,2678.0,768.0,98.0,72.0,1,-1,-1,-1
3,6,2834.0,788.0,90.0,66.0,1,-1,-1,-1
3,7,932.0,786.0,98.0,66.0,1,-1,-1,-1
3,9,792.0,786.0,90.0,70.0,1,-1,-1,-1
4,3,1821.1909790039062,784.260498046875,92.180419921875,62.87109375,1,-1,-1,-1
4,6,2834.4629516601562,796.7724609375,97.950439453125,87.491455078125,1,-1,-1,-1
4,1,1336.1663818359375,749.31298828125,98.45947265625,65.725341796875,1,-1,-1,-1
4,5,1222.3348388671875,756.1490478515625,116.2606201171875,70.801025390625,1,-1,-1,-1
4,2,1936.32275390625,780.3017578125,40.581298828125,62.860107421875,1,-1,-1,-1
4,,942.0815734863281,789.0230712890625,91.7757568359375,64.4754638671875,1,-1,-1,-1
4,4,1478.4871215820312,750.6912231445312,74.3294677734375,64.24658203125,1,-1,-1,-1
4,8,2674.140380859375,781.2767944335938,104.4814453125,59.73779296875,1,-1,-1,-1
4,,797.5713500976562,796.4996337890625,78.60791015625,52.21875,1,-1,-1,-1
5,1,1337.4150390625,747.8284301757812,97.661865234375,66.38848876953125,1,-1,-1,-1
5,2,1936.48779296875,780.03564453125,39.381591796875,61.32867431640625,1,-1,-1,-1
5,3,1821.4097900390625,783.4996948242188,91.548828125,62.45001220703125,1,-1,-1,-1
5,4,1479.8831787109375,750.9107666015625,72.7340087890625,62.3907470703125,1,-1,-1,-1
5,5,1223.311767578125,755.4419555664062,110.6805419921875,71.56231689453125,1,-1,-1,-1
5,6,2838.47265625,798.3285522460938,92.1962890625,73.5567626953125,1,-1,-1,-1
5,8,2686.6666666666665,769.7435897435897,94.87179487179492,66.66666666666663,1,-1,-1,-1
5,9,789.2307692307694,790.2564102564102,87.17948717948718,64.1025641025642,1,-1,-1,-1
5,7,935.3846153846155,785.1282051282051,87.17948717948718,69.23076923076928,1,-1,-1,-1
6,1,1335.6376953125,747.4769287109375,101.150146484375,65.91302490234375,1,-1,-1,-1
6,2,1938.6473388671875,777.623291015625,38.6231689453125,61.77496337890625,1,-1,-1,-1
6,3,1822.071044921875,782.4955444335938,93.7237548828125,62.5364990234375,1,-1,-1,-1
6,4,1482.6728515625,750.777099609375,72.3062744140625,58.7056884765625,1,-1,-1,-1
6,5,1225.1669921875,758.5814819335938,112.0521240234375,70.01556396484375,1,-1,-1,-1
6,6,2842.01611328125,799.29150390625,88.927001953125,57.44287109375,1,-1,-1,-1
6,8,2673.846153846154,774.8717948717948,102.56410256410254,58.974358974359006,1,-1,-1,-1
6,7,932.8205128205129,795.3846153846154,100.00000000000023,56.41025641025635,1,-1,-1,-1
6,9,786.6666666666667,785.1282051282051,92.30769230769238,66.66666666666663,1,-1,-1,-1
7,1,1337.8167724609375,746.097412109375,100.936767578125,67.66229248046875,1,-1,-1,-1
7,2,1933.90478515625,776.8549194335938,46.626953125,63.493896484375,1,-1,-1,-1
7,3,1826.9090576171875,783.1209106445312,90.3563232421875,58.648681640625,1,-1,-1,-1
7,4,1487.613037109375,750.98486328125,69.3992919921875,60.4569091796875,1,-1,-1,-1
7,5,1228.75048828125,755.16455078125,108.0914306640625,72.49102783203125,1,-1,-1,-1
7,6,2845.14111328125,798.7164306640625,87.699462890625,60.4178466796875,1,-1,-1,-1
7,7,943.4110717773438,787.2700805664062,95.95672607421875,65.7139892578125,1,-1,-1,-1
7,8,2681.5384615384614,774.8717948717948,102.56410256410254,58.974358974359006,1,-1,-1,-1
7,9,799.4871794871796,785.1282051282051,76.92307692307702,64.10256410256409,1,-1,-1,-1
8,1,1337.9083251953125,745.8496704101562,98.399169921875,67.72479248046875,1,-1,-1,-1
8,2,1931.4000244140625,776.8919067382812,48.3585205078125,62.229248046875,1,-1,-1,-1
8,3,1827.803466796875,783.4779052734375,88.1280517578125,58.02734375,1,-1,-1,-1
8,4,1487.783203125,750.456298828125,67.09765625,61.02386474609375,1,-1,-1,-1
8,5,1227.7288818359375,753.7440185546875,107.221435546875,74.312255859375,1,-1,-1,-1
8,6,2845.203125,799.0632934570312,87.35986328125,59.9261474609375,1,-1,-1,-1
8,7,941.6180419921875,787.2347412109375,97.099365234375,66.90771484375,1,-1,-1,-1
8,8,2668.7179487179487,759.4871794871794,112.8205128205127,74.35897435897436,1,-1,-1,-1
8,9,784.1025641025642,785.1282051282051,94.87179487179492,61.53846153846155,1,-1,-1,-1
9,1,1337.7305908203125,744.3777465820312,96.07421875,69.7318115234375,1,-1,-1,-1
9,2,1935.9224853515625,776.4710693359375,46.762939453125,65.8726806640625,1,-1,-1,-1
9,3,1828.9066162109375,783.0684814453125,92.72607421875,61.65972900390625,1,-1,-1,-1
9,4,1489.560546875,750.8740844726562,72.512939453125,57.6214599609375,1,-1,-1,-1
9,5,1229.4346923828125,755.78662109375,109.57080078125,73.36456298828125,1,-1,-1,-1
9,6,2850.791259765625,798.421142578125,83.740234375,54.90087890625,1,-1,-1,-1
9,7,943.97021484375,786.9664916992188,96.744384765625,64.990478515625,1,-1,-1,-1
9,8,2681.5384615384614,774.8717948717948,112.8205128205127,66.66666666666674,1,-1,-1,-1
9,9,778.9743589743591,785.1282051282051,112.82051282051282,64.10256410256409,1,-1,-1,-1
10,1,1337.2052001953125,744.7601318359375,105.51806640625,68.4244384765625,1,-1,-1,-1
10,2,1929.1624755859375,776.699951171875,56.359130859375,62.91729736328125,1,-1,-1,-1
10,3,1831.5062255859375,782.3630981445312,90.69970703125,62.14361572265625,1,-1,-1,-1
10,4,1488.14990234375,750.25390625,74.4837646484375,54.028564453125,1,-1,-1,-1
10,5,1230.9783935546875,757.591796875,108.19189453125,70.3101806640625,1,-1,-1,-1
10,6,2853.9765625,798.0028076171875,84.146728515625,50.21728515625,1,-1,-1,-1
10,7,939.2368774414062,787.291259765625,101.27520751953125,67.00115966796875,1,-1,-1,-1
10,8,2689.230769230769,767.1794871794872,105.12820512820508,61.53846153846143,1,-1,-1,-1
10,9,802.0512820512822,782.5641025641025,92.30769230769226,64.10256410256409,1,-1,-1,-1
11,1,1338.4281005859375,745.028564453125,107.3427734375,67.778564453125,1,-1,-1,-1
11,2,1922.129638671875,776.601318359375,63.8582763671875,61.20758056640625,1,-1,-1,-1
11,3,1831.2684326171875,782.8304443359375,89.1260986328125,58.8707275390625,1,-1,-1,-1
11,4,1489.2762451171875,749.9453125,73.475830078125,53.43011474609375,1,-1,-1,-1
11,5,1235.0340576171875,758.2171630859375,104.171142578125,68.695068359375,1,-1,-1,-1
11,6,2859.801513671875,796.9088745117188,79.02734375,50.54266357421875,1,-1,-1,-1
11,7,939.847900390625,788.25,98.1597900390625,65.93426513671875,1,-1,-1,-1
11,8,2684.102564102564,767.1794871794872,107.69230769230762,64.10256410256409,1,-1,-1,-1
11,9,794.3589743589745,790.2564102564102,102.56410256410254,66.66666666666674,1,-1,-1,-1
12,1,1341.4893798828125,744.1997680664062,105.2789306640625,67.62017822265625,1,-1,-1,-1
12,2,1921.287353515625,776.9102172851562,65.6343994140625,62.0289306640625,1,-1,-1,-1
12,3,1832.401611328125,783.2110595703125,91.8677978515625,56.67803955078125,1,-1,-1,-1
12,4,1490.4676513671875,750.549072265625,73.2587890625,55.55133056640625,1,-1,-1,-1
12,5,1235.6719970703125,753.64453125,105.21923828125,71.5760498046875,1,-1,-1,-1
12,6,2861.054931640625,794.4960327148438,77.6162109375,53.82952880859375,1,-1,-1,-1
12,7,945.1160278320312,786.1569213867188,96.50738525390625,67.56976318359375,1,-1,-1,-1
12,8,2694.358974358974,767.1794871794872,97.43589743589746,69.23076923076917,1,-1,-1,-1
12,9,799.4871794871796,774.8717948717948,89.74358974358984,64.10256410256409,1,-1,-1,-1
13,1,1345.5570068359375,743.2350463867188,106.2003173828125,69.474853515625,1,-1,-1,-1
13,2,1937.4534912109375,777.9195556640625,55.4339599609375,61.60247802734375,1,-1,-1,-1
13,3,1836.9661865234375,782.722900390625,91.15478515625,59.18646240234375,1,-1,-1,-1
13,4,1494.704345703125,748.8972778320312,72.001708984375,58.05364990234375,1,-1,-1,-1
13,5,1240.0325927734375,754.8614501953125,104.0430908203125,66.9105224609375,1,-1,-1,-1
13,6,2865.740234375,793.9448852539062,77.005859375,51.81683349609375,1,-1,-1,-1
13,7,952.14453125,785.1248168945312,91.53466796875,67.36810302734375,1,-1,-1,-1
13,8,2696.9230769230767,759.4871794871794,107.69230769230808,79.48717948717945,1,-1,-1,-1
13,9,804.6153846153848,790.2564102564102,82.05128205128199,53.846153846153925,1,-1,-1,-1
14,1,1347.6199951171875,742.7149047851562,104.8634033203125,68.42437744140625,1,-1,-1,-1
14,2,1930.4547119140625,777.068359375,62.1553955078125,62.5582275390625,1,-1,-1,-1
14,3,1837.77978515625,782.06396484375,89.4024658203125,60.25537109375,1,-1,-1,-1
14,4,1492.2852783203125,746.9807739257812,75.7156982421875,59.04681396484375,1,-1,-1,-1
14,5,1240.944580078125,754.556396484375,106.352783203125,66.594482421875,1,-1,-1,-1
14,6,2867.302001953125,792.7867431640625,74.582275390625,53.69830322265625,1,-1,-1,-1
14,7,947.29541015625,784.3387451171875,95.885986328125,66.7734375,1,-1,-1,-1
14,8,2696.9230769230767,759.4871794871794,100.0,87.17948717948718,1,-1,-1,-1
14,9,804.6153846153848,792.8205128205128,94.8717948717948,56.41025641025635,1,-1,-1,-1
15,1,1348.3260498046875,743.3141479492188,106.3187255859375,66.53759765625,1,-1,-1,-1
15,2,1927.634521484375,777.9680786132812,66.571044921875,61.16021728515625,1,-1,-1,-1
15,3,1840.8240966796875,782.4761962890625,88.5894775390625,57.26129150390625,1,-1,-1,-1
15,4,1493.812744140625,746.7017822265625,74.673583984375,59.10626220703125,1,-1,-1,-1
15,5,1243.837646484375,753.708984375,102.970947265625,68.06805419921875,1,-1,-1,-1
15,6,2865.24462890625,794.0823364257812,79.629150390625,55.23712158203125,1,-1,-1,-1
15,7,942.5540161132812,785.8436279296875,101.73883056640625,64.7882080078125,1,-1,-1,-1
15,8,2689.230769230769,759.4871794871794,112.82051282051316,79.48717948717945,1,-1,-1,-1
15,9,799.4871794871796,777.4358974358973,105.1282051282052,64.1025641025642,1,-1,-1,-1
16,1,1349.730712890625,743.1133422851562,107.883056640625,65.9832763671875,1,-1,-1,-1
16,2,1940.074462890625,776.60986328125,57.5545654296875,63.23779296875,1,-1,-1,-1
16,3,1843.3948974609375,782.7883911132812,87.613037109375,58.5419921875,1,-1,-1,-1
16,4,1494.97900390625,746.8701171875,74.4788818359375,57.41046142578125,1,-1,-1,-1
16,5,1247.123291015625,757.2947387695312,101.327880859375,66.14886474609375,1,-1,-1,-1
16,6,2865.5771484375,793.91845703125,81.44482421875,54.2528076171875,1,-1,-1,-1
16,7,956.9390258789062,785.881591796875,90.81683349609375,64.9912109375,1,-1,-1,-1
16,8,2696.9230769230767,756.9230769230769,100.0,69.23076923076917,1,-1,-1,-1
16,9,802.0512820512822,785.1282051282051,102.56410256410254,58.974358974359006,1,-1,-1,-1
17,1,1350.323486328125,743.303466796875,107.477294921875,66.1322021484375,1,-1,-1,-1
17,2,1946.2032470703125,776.7041625976562,51.0208740234375,63.66064453125,1,-1,-1,-1
17,3,1843.14306640625,783.269775390625,87.16015625,58.95599365234375,1,-1,-1,-1
17,4,1495.1632080078125,747.2314453125,73.7376708984375,56.8765869140625,1,-1,-1,-1
17,5,1247.8671875,759.0903930664062,99.670654296875,65.1580810546875,1,-1,-1,-1
17,6,2866.73486328125,794.26513671875,80.37109375,53.3897705078125,1,-1,-1,-1
17,7,955.0211181640625,786.2789306640625,92.8963623046875,63.0604248046875,1,-1,-1,-1
17,8,2702.051282051282,756.9230769230769,94.87179487179446,89.74358974358972,1,-1,-1,-1
17,9,809.7435897435898,780.0,92.30769230769238,61.53846153846155,1,-1,-1,-1
18,1,1355.525146484375,743.6690673828125,102.3380126953125,65.29022216796875,1,-1,-1,-1
18,2,1949.8470458984375,777.1862182617188,48.3299560546875,62.7359619140625,1,-1,-1,-1
18,3,1843.509765625,782.5573120117188,87.5401611328125,57.166015625,1,-1,-1,-1
18,4,1500.2510986328125,745.9959716796875,70.7076416015625,59.120361328125,1,-1,-1,-1
18,5,1249.92236328125,756.8804321289062,80.92431640625,64.57318115234375,1,-1,-1,-1
18,6,2866.78076171875,794.830322265625,82.257568359375,54.0028076171875,1,-1,-1,-1
18,7,962.1981201171875,785.9723510742188,87.8319091796875,63.5213623046875,1,-1,-1,-1
18,8,2696.9230769230767,769.7435897435897,110.25641025641062,64.10256410256409,1,-1,-1,-1
18,9,812.3076923076924,792.8205128205128,84.61538461538464,58.97435897435889,1,-1,-1,-1
19,1,1357.0810546875,743.7197265625,102.551513671875,67.64874267578125,1,-1,-1,-1
19,2,1955.7474365234375,776.8637084960938,44.420654296875,62.4713134765625,1,-1,-1,-1
19,3,1844.93896484375,782.7484130859375,89.0836181640625,56.47088623046875,1,-1,-1,-1
19,4,1498.205810546875,745.5106811523438,73.66357421875,62.38153076171875,1,-1,-1,-1
19,5,1250.4637451171875,755.327392578125,96.91845703125,64.69036865234375,1,-1,-1,-1
19,6,2870.7216796875,793.3775024414062,82.12109375,55.41217041015625,1,-1,-1,-1
19,7,924.7482299804688,786.6901245117188,126.64349365234375,66.51934814453125,1,-1,-1,-1
